id,name,type,source
concept_The_body_of_the_remote_control_will_be_blue_with_the_company's_yellow_slogan_and_logo_running_up_one_side,"The body of the remote control will be blue with the company's yellow slogan and logo running up one side","concept","MISeD"
concept_The_remote_control_will_have_a_rechargeable_battery_and_a_microphone_for_voice_activation,"The remote control will have a rechargeable battery and a microphone for voice activation","concept","MISeD"
concept_The_remote_control_will_have_a_mix_of_buttons_and_speech_recognition_for_user_input,"The remote control will have a mix of buttons and speech recognition for user input","concept","MISeD"
topic_Harlee,"Harlee","topic","MISeD"
speaker_Undergrad_D,"Undergrad D","person","MISeD"
topic_Jerry,"Jerry","topic","MISeD"
topic_Johno,"Johno","topic","MISeD"
topic_Bhaskara,"Bhaskara","topic","MISeD"
topic_Within,"Within","topic","MISeD"
concept_The_participants_evaluated_a_prototype_for_a_new_remote_control,"The participants evaluated a prototype for a new remote control","concept","MISeD"
concept_They_discussed_the_device's_features,_such_as_its_ergonomic_design,_use_of_rubber_for_comfort,_and_the_inclusion_of_interchangeable_casing_to_allow_for_different_color_combinations,"They discussed the device's features, such as its ergonomic design, use of rubber for comfort, and the inclusion of interchangeable casing to allow for different color combinations","concept","MISeD"
concept_The_participants_also_evaluated_the_prototype_against_a_set_of_criteria,_including_its_appearance,_technological_innovation,_ease_of_use,_and_whether_it_met_the_company's_motto_of_incorporating_fashion_into_electronics,"The participants also evaluated the prototype against a set of criteria, including its appearance, technological innovation, ease of use, and whether it met the company's motto of incorporating fashion into electronics","concept","MISeD"
concept_The_participants_concluded_that_the_prototype_generally_met_their_criteria_and_was_within_their_budget,"The participants concluded that the prototype generally met their criteria and was within their budget","concept","MISeD"
concept_They_identified_areas_for_improvement,_such_as_the_need_for_more_time_and_materials_to_fully_explore_their_creativity,_and_the_need_for_more_Play-Doh_to_make_a_larger_prototype,"They identified areas for improvement, such as the need for more time and materials to fully explore their creativity, and the need for more Play-Doh to make a larger prototype","concept","MISeD"
topic_Genevieve,"Genevieve","topic","MISeD"
concept_They_felt_that_the_limited_time_and_resources_available_restricted_their_ability_to_fully_realize_their_design_vision,"They felt that the limited time and resources available restricted their ability to fully realize their design vision","concept","MISeD"
concept_They_also_mentioned_the_need_for_more_Play-Doh_to_make_a_larger_prototype,"They also mentioned the need for more Play-Doh to make a larger prototype","concept","MISeD"
concept_Limited_resources,_such_as_the_availability_of_materials_and_colors_for_the_prototype,"Limited resources, such as the availability of materials and colors for the prototype","concept","MISeD"
concept_The_need_to_adhere_to_the_budget,_which_may_have_restricted_their_ability_to_explore_more_expensive_design_options,"The need to adhere to the budget, which may have restricted their ability to explore more expensive design options","concept","MISeD"
concept_The_time_constraints_of_the_project,_which_did_not_allow_them_to_fully_develop_and_refine_their_ideas,"The time constraints of the project, which did not allow them to fully develop and refine their ideas","concept","MISeD"
topic_Play,"Play","topic","MISeD"
topic_Doh,"Doh","topic","MISeD"
concept_It_was_noted_that_the_Play-Doh_provided_a_good_simulation_of_the_rubber's_ergonomic_and_anti-R_S_I__properties,"It was noted that the Play-Doh provided a good simulation of the rubber's ergonomic and anti-R_S_I_ properties","concept","MISeD"
concept_However,_it_was_also_acknowledged_that_the_Play-Doh's_color_options_were_limited,_which_restricted_the_designers'_ability_to_fully_explore_different_color_combinations,"However, it was also acknowledged that the Play-Doh's color options were limited, which restricted the designers' ability to fully explore different color combinations","concept","MISeD"
concept_Corporate_identity:_They_discussed_the_use_of_the_company's_colors,_yellow_and_grey,_as_primary_options,"Corporate identity: They discussed the use of the company's colors, yellow and grey, as primary options","concept","MISeD"
concept_Market_trends:_They_mentioned_the_popularity_of_fruit_and_vegetable-themed_products_and_considered_incorporating_this_trend_into_the_color_scheme,"Market trends: They mentioned the popularity of fruit and vegetable-themed products and considered incorporating this trend into the color scheme","concept","MISeD"
concept_User_preferences:_They_acknowledged_the_need_to_appeal_to_a_wide_range_of_tastes_and_preferences,_and_discussed_the_use_of_interchangeable_casing_to_allow_users_to_customize_the_color_of_their_remote,"User preferences: They acknowledged the need to appeal to a wide range of tastes and preferences, and discussed the use of interchangeable casing to allow users to customize the color of their remote","concept","MISeD"
concept_They_highlighted_the_importance_of_creating_a_device_that_would_be_comfortable_to_hold_and_use,_especially_considering_the_potential_for_repetitive_strain_injury_(R_S_I_)_with_prolonged_use,"They highlighted the importance of creating a device that would be comfortable to hold and use, especially considering the potential for repetitive strain injury (R_S_I_) with prolonged use","concept","MISeD"
concept_They_explored_the_use_of_a_rubber_coating_for_the_remote's_body,_as_rubber_is_known_for_its_anti-R_S_I__properties_and_provides_a_soft,_comfortable_grip,"They explored the use of a rubber coating for the remote's body, as rubber is known for its anti-R_S_I_ properties and provides a soft, comfortable grip","concept","MISeD"
concept_They_also_considered_the_shape_and_size_of_the_remote,_aiming_to_create_a_device_that_would_fit_well_in_the_hand_and_allow_for_easy_access_to_all_the_buttons,"They also considered the shape and size of the remote, aiming to create a device that would fit well in the hand and allow for easy access to all the buttons","concept","MISeD"
concept_The_use_of_a_kinetic_energy_system_as_a_unique_and_innovative_feature_that_eliminates_the_need_for_batteries,"The use of a kinetic energy system as a unique and innovative feature that eliminates the need for batteries","concept","MISeD"
concept_The_incorporation_of_an_L_E_D__light_and_vibration_as_an_alarm_system_to_help_users_locate_the_remote_if_it_is_lost,"The incorporation of an L_E_D_ light and vibration as an alarm system to help users locate the remote if it is lost","concept","MISeD"
concept_The_inclusion_of_a_special_material_for_the_buttons_that_is_both_durable_and_provides_a_good_tactile_feel,"The inclusion of a special material for the buttons that is both durable and provides a good tactile feel","concept","MISeD"
concept_The_design_of_the_buttons_themselves,_considering_factors_such_as_their_size,_shape,_and_spacing_to_ensure_ease_of_use_and_avoid_accidental_presses,"The design of the buttons themselves, considering factors such as their size, shape, and spacing to ensure ease of use and avoid accidental presses","concept","MISeD"
concept_Have_a_flip-open_design_with_different_buttons_on_each_side_for_different_functions,_making_it_more_compact_and_versatile,"Have a flip-open design with different buttons on each side for different functions, making it more compact and versatile","concept","MISeD"
concept_Have_one_side_of_the_remote_designed_for_basic_functions_and_the_other_side_for_more_complex_functions,_catering_to_different_user_preferences,"Have one side of the remote designed for basic functions and the other side for more complex functions, catering to different user preferences","concept","MISeD"
concept_Create_a_remote_with_a_sleek_and_stylish_design_to_make_it_aesthetically_appealing_to_users,"Create a remote with a sleek and stylish design to make it aesthetically appealing to users","concept","MISeD"
concept_Design_the_remote_with_ergonomic_considerations_to_ensure_it_is_comfortable_to_hold_and_use_for_extended_periods,"Design the remote with ergonomic considerations to ensure it is comfortable to hold and use for extended periods","concept","MISeD"
concept_Incorporate_a_locking_mechanism_or_function_to_prevent_accidental_button_presses,_especially_for_children_or_when_the_remote_is_not_in_use,"Incorporate a locking mechanism or function to prevent accidental button presses, especially for children or when the remote is not in use","concept","MISeD"
concept_The_participants_agreed_to_design_a_TV_remote_with_a_flip-open_mechanism,_featuring_different_buttons_for_various_functions_on_each_side,"The participants agreed to design a TV remote with a flip-open mechanism, featuring different buttons for various functions on each side","concept","MISeD"
concept_The_remote_should_have_a_sleek_and_stylish_design_to_appeal_to_users,"The remote should have a sleek and stylish design to appeal to users","concept","MISeD"
concept_It_was_suggested_to_incorporate_a_locking_function_to_prevent_accidental_button_presses,"It was suggested to incorporate a locking function to prevent accidental button presses","concept","MISeD"
concept_The_team_will_focus_on_creating_a_high-quality_TV_remote_as_a_backup_plan,_considering_budget_constraints,"The team will focus on creating a high-quality TV remote as a backup plan, considering budget constraints","concept","MISeD"
concept_The_participants_discussed_the_functional_requirements,_target_group,_and_working_design_of_the_remote_control,"The participants discussed the functional requirements, target group, and working design of the remote control","concept","MISeD"
concept_Marketing_emphasized_the_importance_of_making_the_product_an_impulse_purchase,_with_a_focus_on_sizzle_and_user-friendliness,"Marketing emphasized the importance of making the product an impulse purchase, with a focus on sizzle and user-friendliness","concept","MISeD"
concept_The_Industrial_Designer_presented_their_ideas_for_the_working_design,_including_features_such_as_fluorescent_buttons,_a_beep_for_multiple_button_presses,_a_child_lock,_and_the_option_for_multiple_device_control,"The Industrial Designer presented their ideas for the working design, including features such as fluorescent buttons, a beep for multiple button presses, a child lock, and the option for multiple device control","concept","MISeD"
concept_The_User_Interface_Designer_highlighted_the_importance_of_clear_text_and_one_button_for_one_feature,_as_well_as_the_potential_for_tactile_feedback_through_differently_shaped_buttons,"The User Interface Designer highlighted the importance of clear text and one button for one feature, as well as the potential for tactile feedback through differently shaped buttons","concept","MISeD"
concept_The_group_discussed_the_target_group_and_agreed_that_it_should_be_everyone_with_a_TV._They_also_considered_the_possibility_of_addressing_specific_features_for_subgroups_within_the_target_group,_such_as_children_or_the_elderly,"The group discussed the target group and agreed that it should be everyone with a TV. They also considered the possibility of addressing specific features for subgroups within the target group, such as children or the elderly","concept","MISeD"
concept_The_target_group_for_the_remote_control_is_everyone_with_a_TV,"The target group for the remote control is everyone with a TV","concept","MISeD"
concept_The_product_should_have_one_basic_design_with_cosmetic_variations_for_different_subgroups,_such_as_children_and_the_elderly,_if_the_budget_allows,"The product should have one basic design with cosmetic variations for different subgroups, such as children and the elderly, if the budget allows","concept","MISeD"
concept_They_would_explore_the_idea_of_offering_removable_plastic_cases_in_different_colors_to_allow_users_to_customize_the_look_of_their_remote_control,"They would explore the idea of offering removable plastic cases in different colors to allow users to customize the look of their remote control","concept","MISeD"
concept_The_meeting_participants_decided_to_revisit_some_of_the_discussion_points_in_their_next_meeting,"The meeting participants decided to revisit some of the discussion points in their next meeting","concept","MISeD"
concept_Fluorescent_buttons_and_a_beep_for_multiple_button_presses_to_indicate_an_invalid_action,"Fluorescent buttons and a beep for multiple button presses to indicate an invalid action","concept","MISeD"
concept_A_child_lock_to_prevent_children_from_changing_channels_or_adjusting_settings,"A child lock to prevent children from changing channels or adjusting settings","concept","MISeD"
concept_Shape_variations_and_different_colored_buttons_to_make_the_remote_more_attractive_to_different_subgroups,"Shape variations and different colored buttons to make the remote more attractive to different subgroups","concept","MISeD"
concept_The_option_for_multiple_device_control,_although_this_was_eliminated_due_to_time_constraints_and_budget_limitations,"The option for multiple device control, although this was eliminated due to time constraints and budget limitations","concept","MISeD"
concept_A_clock_display_as_an_optional_feature,_which_would_not_require_additional_budget,"A clock display as an optional feature, which would not require additional budget","concept","MISeD"
concept_Exploring_the_idea_of_offering_removable_plastic_cases_in_different_colors_to_allow_users_to_customize_the_look_of_their_remote_control,"Exploring the idea of offering removable plastic cases in different colors to allow users to customize the look of their remote control","concept","MISeD"
concept_Revisiting_the_discussion_points_related_to_the_target_group_and_the_possibility_of_addressing_specific_features_for_subgroups_within_the_target_group,_such_as_children_or_the_elderly,_in_their_next_meeting,"Revisiting the discussion points related to the target group and the possibility of addressing specific features for subgroups within the target group, such as children or the elderly, in their next meeting","concept","MISeD"
concept_The_participants_briefly_discussed_designing_different_models_of_the_remote_control_for_different_age_groups,"The participants briefly discussed designing different models of the remote control for different age groups","concept","MISeD"
concept_They_concluded_that_there_could_be_one_basic_design_with_cosmetic_variations_for_different_subgroups_if_the_budget_allowed,"They concluded that there could be one basic design with cosmetic variations for different subgroups if the budget allowed","concept","MISeD"
concept_The_selling_price_of_the_product_was_set_at_twenty-five_Euros_per_unit,"The selling price of the product was set at twenty-five Euros per unit","concept","MISeD"
concept_The_production_cost_of_the_product_was_set_at_a_maximum_of_twelve_Euros_and_fifty_cents_per_unit,"The production cost of the product was set at a maximum of twelve Euros and fifty cents per unit","concept","MISeD"
concept_The_company's_profit_aim_was_fifty_million_Euros,"The company's profit aim was fifty million Euros","concept","MISeD"
speaker_Professor_A,"Professor A","person","MISeD"
concept_The_participants_also_discussed_the_SRI_system,_a_modern_system_with_nice_points_to_it_which_uses_a_huge_amount_of_data,"The participants also discussed the SRI system, a modern system with nice points to it which uses a huge amount of data","concept","MISeD"
concept_Additionally,_they_talked_about_voiced-unvoiced_detection_and_reverberation,"Additionally, they talked about voiced-unvoiced detection and reverberation","concept","MISeD"
topic_SRI,"SRI","topic","MISeD"
topic_Recorder,"Recorder","topic","MISeD"
topic_Sarah,"Sarah","topic","MISeD"
concept_The_new_project_or_product_should_establish_the_company's_marketing_or_corporate_image,"The new project or product should establish the company's marketing or corporate image","concept","MISeD"
concept_The_industrial_designer_suggested_considering_materials_like_titanium_or_plastic_for_the_remote's_construction,"The industrial designer suggested considering materials like titanium or plastic for the remote's construction","concept","MISeD"
concept_There_was_a_discussion_about_making_the_remote_more_expensive_but_adding_more_features,_such_as_speech_recognition,_to_increase_the_sales_price,"There was a discussion about making the remote more expensive but adding more features, such as speech recognition, to increase the sales price","concept","MISeD"
concept_Making_the_remote_trendy_and_fancy,"Making the remote trendy and fancy","concept","MISeD"
concept_Adding_color_to_the_design,"Adding color to the design","concept","MISeD"
concept_Making_it_more_user-friendly,"Making it more user-friendly","concept","MISeD"
concept_Adding_simple_remote_speech_control_commands,"Adding simple remote speech control commands","concept","MISeD"
topic_Bob,"Bob","topic","MISeD"
concept_<PhD_G>_mentioned_that_they_had_been_working_on_visualizing_the_prosody_features_and_might_share_some_of_this_work_in_the_demo,"<PhD G> mentioned that they had been working on visualizing the prosody features and might share some of this work in the demo","concept","MISeD"
concept_They_also_suggested_that_someone_could_use_the_Key_files_to_track_where_people_were_seated_during_meetings,"They also suggested that someone could use the Key files to track where people were seated during meetings","concept","MISeD"
concept_<PhD_G>_noted_that_the_screensaver_was_turning_off_the_microphones_and_<Grad_H>_agreed_to_disable_it,"<PhD G> noted that the screensaver was turning off the microphones and <Grad H> agreed to disable it","concept","MISeD"
topic_Transcriber,"Transcriber","topic","MISeD"
topic_Tcl,"Tcl","topic","MISeD"
concept_Decided_to_target_young_professionals_as_their_primary_market_for_the_remote_control,"Decided to target young professionals as their primary market for the remote control","concept","MISeD"
concept_Agreed_to_break_down_the_remote_control's_design_into_three_categories:_audio_controls,_video_controls,_and_device_functions,"Agreed to break down the remote control's design into three categories: audio controls, video controls, and device functions","concept","MISeD"
concept_Were_unable_to_reach_a_clear_decision_on_whether_to_incorporate_speech_recognition_technology_into_the_remote_control's_design,"Were unable to reach a clear decision on whether to incorporate speech recognition technology into the remote control's design","concept","MISeD"
concept_Conduct_further_research_on_speech_recognition_technology_to_determine_its_feasibility_and_potential_benefits,"Conduct further research on speech recognition technology to determine its feasibility and potential benefits","concept","MISeD"
concept_Continue_developing_the_remote_control's_design_based_on_the_three_categories_agreed_upon,"Continue developing the remote control's design based on the three categories agreed upon","concept","MISeD"
concept_Refine_the_target_market_profile_and_identify_specific_features_that_would_appeal_to_young_professionals,"Refine the target market profile and identify specific features that would appeal to young professionals","concept","MISeD"
concept_To_keep_the_remote_control's_functionality_simple_and_focused_on_the_basics,_such_as_volume_and_channel_control,_with_the_option_to_include_advanced_features_as_secondary_functions,"To keep the remote control's functionality simple and focused on the basics, such as volume and channel control, with the option to include advanced features as secondary functions","concept","MISeD"
concept_To_consider_using_a_modular_approach_in_the_design_of_the_remote_control,_allowing_for_the_addition_of_new_features_in_the_future,"To consider using a modular approach in the design of the remote control, allowing for the addition of new features in the future","concept","MISeD"
concept_To_explore_the_use_of_different_materials_and_shapes_to_make_the_remote_control_visually_appealing_and符合人体工程学,_while_considering_current_market_trends,"To explore the use of different materials and shapes to make the remote control visually appealing and符合人体工程学, while considering current market trends","concept","MISeD"
concept_The_team_recognized_that_some_buttons_could_be_combined_to_reduce_the_number_of_buttons,"The team recognized that some buttons could be combined to reduce the number of buttons","concept","MISeD"
concept_Replacing_certain_buttons_with_other_features,_like_the_mute_button,_which_could_be_replaced_by_pressing_the_volume-down_button_twice,_was_also_considered,"Replacing certain buttons with other features, like the mute button, which could be replaced by pressing the volume-down button twice, was also considered","concept","MISeD"
concept_The_team_also_discussed_the_integration_of_volume_and_channel_controls_into_a_single_button,_which_would_further_reduce_the_button_count,"The team also discussed the integration of volume and channel controls into a single button, which would further reduce the button count","concept","MISeD"
concept_The_team_decided_to_keep_the_L_C_D__screen_and_scroll_button_in_the_final_design_of_the_remote_to_enhance_usability_and_provide_extra_information,"The team decided to keep the L_C_D_ screen and scroll button in the final design of the remote to enhance usability and provide extra information","concept","MISeD"
concept_The_number_of_buttons_was_reduced_by_eliminating_redundant_buttons,_combining_functions,_and_integrating_controls_to_keep_the_remote_user-friendly_and_cost-effective,"The number of buttons was reduced by eliminating redundant buttons, combining functions, and integrating controls to keep the remote user-friendly and cost-effective","concept","MISeD"
concept_The_team_maintained_the_target_group_as_older_people_but_acknowledged_the_need_to_make_the_remote_appealing_to_younger_users_as_well,"The team maintained the target group as older people but acknowledged the need to make the remote appealing to younger users as well","concept","MISeD"
concept_Including_the_L_C_D__screen_and_scroll_button_was_seen_as_a_way_to_improve_the_remote's_user-friendliness_and_provide_additional_information,"Including the L_C_D_ screen and scroll button was seen as a way to improve the remote's user-friendliness and provide additional information","concept","MISeD"
concept_Reducing_the_number_of_buttons_was_necessary_to_keep_the_remote_affordable_while_maintaining_its_functionality_and_usability,"Reducing the number of buttons was necessary to keep the remote affordable while maintaining its functionality and usability","concept","MISeD"
concept_Keeping_the_target_group_as_older_people_was_consistent_with_the_initial_plan,_but_considering_younger_users'_preferences_was_seen_as_a_potential_opportunity_for_expanding_the_market,"Keeping the target group as older people was consistent with the initial plan, but considering younger users' preferences was seen as a potential opportunity for expanding the market","concept","MISeD"
concept_The_participants_were_unable_to_reach_a_consensus_on_whether_to_use_a_flat_or_single-curved_design_for_the_remote's_case._They_saw_pros_and_cons_to_both_options_and_needed_more_time_to_consider_the_matter_further,"The participants were unable to reach a consensus on whether to use a flat or single-curved design for the remote's case. They saw pros and cons to both options and needed more time to consider the matter further","concept","MISeD"
speaker_Huw_Morris,"Huw Morris","person","MISeD"
topic_Parliament,"Parliament","topic","MISeD"
topic_Higher,"Higher","topic","MISeD"
topic_Act,"Act","topic","MISeD"
concept_The_meeting_was_held_to_discuss_the_Higher_Education_(Wales)_Act_of_2015_and_its_objectives,"The meeting was held to discuss the Higher Education (Wales) Act of 2015 and its objectives","concept","MISeD"
concept_The_act_was_introduced_to_regulate_institutions_in_Wales,_safeguard_public_good_contributions_from_Welsh_Government_funding,_maintain_a_focus_on_fair_access,_and_preserve_and_protect_the_principle_of_institutional_autonomy,"The act was introduced to regulate institutions in Wales, safeguard public good contributions from Welsh Government funding, maintain a focus on fair access, and preserve and protect the principle of institutional autonomy","concept","MISeD"
concept_The_participants_discussed_whether_the_act_had_fulfilled_all_of_its_objectives_and_highlighted_areas_for_improvement_in_a_new_bill,"The participants discussed whether the act had fulfilled all of its objectives and highlighted areas for improvement in a new bill","concept","MISeD"
concept_The_Higher_Education_(Wales)_Act_of_2015_will_be_repealed,"The Higher Education (Wales) Act of 2015 will be repealed","concept","MISeD"
concept_It_will_be_replaced_by_the_Post-Compulsory_Education_and_Training_(PCETR)_Bill,"It will be replaced by the Post-Compulsory Education and Training (PCETR) Bill","concept","MISeD"
concept_Creating_a_new_PCETR_funding_body_with_flexible_policy_levers_to_align_the_sector_to_the_social,_economic,_and_civic_needs_of_Wales,"Creating a new PCETR funding body with flexible policy levers to align the sector to the social, economic, and civic needs of Wales","concept","MISeD"
concept_Ensuring_a_sense_of_civic_mission_for_the_entirety_of_the_sector,_including_institutes_of_higher_education,"Ensuring a sense of civic mission for the entirety of the sector, including institutes of higher education","concept","MISeD"
concept_Creating_a_regulatory_condition_in_the_new_bill_with_regard_to_good_governance,"Creating a regulatory condition in the new bill with regard to good governance","concept","MISeD"
concept_Establishing_a_commission_that_has_mechanisms_by_which_there_is_the_ability_to_intervene,_from_soft_power_and_non-punitive_early_conversations_to_more_punitive_measures_if_an_institution_were_in_danger_of_not_providing_quality,_or_financial_failure,"Establishing a commission that has mechanisms by which there is the ability to intervene, from soft power and non-punitive early conversations to more punitive measures if an institution were in danger of not providing quality, or financial failure","concept","MISeD"
concept_Stakeholders_believed_that_more_formal_outcome_agreements_would_provide_institutions_with_a_clearer_understanding_of_their_expected_contributions_to_national_priorities,"Stakeholders believed that more formal outcome agreements would provide institutions with a clearer understanding of their expected contributions to national priorities","concept","MISeD"
concept_This_could_help_institutions_to_align_their_activities_with_government_goals_and_improve_the_overall_effectiveness_of_the_higher_education_sector_in_Wales,"This could help institutions to align their activities with government goals and improve the overall effectiveness of the higher education sector in Wales","concept","MISeD"
concept_To_create_a_new_PCETR_funding_body_with_flexible_policy_levers_to_align_the_sector_to_the_social,_economic,_and_civic_needs_of_Wales,"To create a new PCETR funding body with flexible policy levers to align the sector to the social, economic, and civic needs of Wales","concept","MISeD"
concept_To_ensure_a_sense_of_civic_mission_for_the_entirety_of_the_sector,_including_institutes_of_higher_education,"To ensure a sense of civic mission for the entirety of the sector, including institutes of higher education","concept","MISeD"
concept_To_create_a_regulatory_condition_in_the_new_bill_with_regard_to_good_governance,"To create a regulatory condition in the new bill with regard to good governance","concept","MISeD"
concept_To_establish_a_commission_that_has_mechanisms_by_which_there_is_the_ability_to_intervene,_from_soft_power_and_non-punitive_early_conversations_to_more_punitive_measures_if_an_institution_were_in_danger_of_not_providing_quality,_or_financial_failure,"To establish a commission that has mechanisms by which there is the ability to intervene, from soft power and non-punitive early conversations to more punitive measures if an institution were in danger of not providing quality, or financial failure","concept","MISeD"
speaker_Undergrad_E,"Undergrad E","person","MISeD"
concept_The_participants_discussed_gathering_information_about_the_users'_financial_state_and_budget_in_order_to_determine_whether_they_are_willing_and_able_to_pay_for_admission_to_specific_places,"The participants discussed gathering information about the users' financial state and budget in order to determine whether they are willing and able to pay for admission to specific places","concept","MISeD"
concept_They_also_talked_about_the_importance_of_collecting_data_on_the_users'_preferences_regarding_different_types_of_places_and_activities,_such_as_zoos,_castles,_museums,_and_nightclubs,_in_order_to_build_a_system_that_can_provide_personalized_recommendations,"They also talked about the importance of collecting data on the users' preferences regarding different types of places and activities, such as zoos, castles, museums, and nightclubs, in order to build a system that can provide personalized recommendations","concept","MISeD"
topic_German,"German","topic","MISeD"
concept_The_participants_decided_to_initially_concentrate_on_the_semantics_of_the_Go-there_node_in_the_belief-net,"The participants decided to initially concentrate on the semantics of the Go-there node in the belief-net","concept","MISeD"
concept_They_chose_this_node_because_it_influences_several_endpoints_in_the_system,_such_as_whether_the_user_wants_to_enter,_view,_or_approach_an_object,_as_well_as_the_financial_state_of_the_user_that_determines_whether_they_can_afford_the_admission_fee,"They chose this node because it influences several endpoints in the system, such as whether the user wants to enter, view, or approach an object, as well as the financial state of the user that determines whether they can afford the admission fee","concept","MISeD"
topic_Go,"Go","topic","MISeD"
concept_The_financial_state_of_the_user_to_determine_their_budget_and_willingness_to_pay_for_admission_to_places,"The financial state of the user to determine their budget and willingness to pay for admission to places","concept","MISeD"
concept_The_user's_preferences_regarding_different_types_of_places_and_activities,"The user's preferences regarding different types of places and activities","concept","MISeD"
concept_The_timing_of_the_user's_intended_visit,_such_as_whether_they_want_to_go_to_a_place_now,_later_on_the_same_tour,_or_sometime_on_the_next_tour_or_day,"The timing of the user's intended visit, such as whether they want to go to a place now, later on the same tour, or sometime on the next tour or day","concept","MISeD"
concept_The_participants_decided_to_initially_focus_on_the_semantics_of_the_Go-there_node,"The participants decided to initially focus on the semantics of the Go-there node","concept","MISeD"
concept_They_discussed_gathering_data_about_the_users'_financial_state_and_budget_to_determine_whether_they_are_willing_and_able_to_pay_for_admission_to_specific_places,"They discussed gathering data about the users' financial state and budget to determine whether they are willing and able to pay for admission to specific places","concept","MISeD"
concept_They_also_talked_about_the_importance_of_collecting_data_on_the_users'_preferences_regarding_different_types_of_places_and_activities_in_order_to_build_a_system_that_can_provide_personalized_recommendations,"They also talked about the importance of collecting data on the users' preferences regarding different types of places and activities in order to build a system that can provide personalized recommendations","concept","MISeD"
concept_The_participants_agreed_to_start_with_a_relatively_straightforward_response_system_and_then_consider_introducing_more_complex_planning_capabilities_if_necessary,"The participants agreed to start with a relatively straightforward response system and then consider introducing more complex planning capabilities if necessary","concept","MISeD"
concept_They_planned_to_use_audio_recordings_for_data_collection_and_review_the_data_directly_from_the_recordings_instead_of_using_transcriptions,"They planned to use audio recordings for data collection and review the data directly from the recordings instead of using transcriptions","concept","MISeD"
topic_Expert,"Expert","topic","MISeD"
topic_The,"The","topic","MISeD"
concept_The_older_people_are_more_willing_to_spend_money_on_extra_features_and_they_wanted_to_cater_to_them_as_well_by_offering_more_traditional_colors_as_an_extra,"The older people are more willing to spend money on extra features and they wanted to cater to them as well by offering more traditional colors as an extra","concept","MISeD"
concept_The_participants_discussed_the_latest_prototype_presented_by_the_User_Interface_(UI)_and_Industrial_Design_(ID)_Experts,"The participants discussed the latest prototype presented by the User Interface (UI) and Industrial Design (ID) Experts","concept","MISeD"
concept_They_evaluated_the_prototype_based_on_seven-point_and_came_to_a_consensus_regarding_each_of_the_criteria,"They evaluated the prototype based on seven-point and came to a consensus regarding each of the criteria","concept","MISeD"
concept_The_participants_then_shifted_focus_to_calculating_production_costs_and_decided_to_skip_the_kinetic_feature_to_stay_within_their_budget,"The participants then shifted focus to calculating production costs and decided to skip the kinetic feature to stay within their budget","concept","MISeD"
concept_To_further_reduce_costs,_the_group_agreed_to_change_the_design_from_double-curved_to_single-curved,_despite_it_being_the_main_selling_point_of_the_design,"To further reduce costs, the group agreed to change the design from double-curved to single-curved, despite it being the main selling point of the design","concept","MISeD"
concept_Finally,_the_participants_discussed_new_ideas_for_improving_the_accompanying_software,_such_as_allowing_users_to_insert_pictures_and_create_hyperlinks,"Finally, the participants discussed new ideas for improving the accompanying software, such as allowing users to insert pictures and create hyperlinks","concept","MISeD"
concept_It_was_a_cost-effective_option_to_produce,"It was a cost-effective option to produce","concept","MISeD"
concept_The_curved_bumps_were_considered_more_of_an_aesthetic_value_than_a_functional_one,"The curved bumps were considered more of an aesthetic value than a functional one","concept","MISeD"
concept_The_participants_wanted_to_maintain_a_sense_of_compromise_in_the_design,"The participants wanted to maintain a sense of compromise in the design","concept","MISeD"
concept_The_participants_were_concerned_about_staying_within_the_budget,"The participants were concerned about staying within the budget","concept","MISeD"
concept_The_single-curved_remote_required_less_material_and_fewer_manufacturing_steps,"The single-curved remote required less material and fewer manufacturing steps","concept","MISeD"
concept_The_participants_decided_that_the_curved_bumps_were_more_of_an_aesthetic_value_than_a_functional_one,"The participants decided that the curved bumps were more of an aesthetic value than a functional one","concept","MISeD"
concept_The_single-curved_remote_was_considered_a_more_cost-effective_option_to_produce,"The single-curved remote was considered a more cost-effective option to produce","concept","MISeD"
concept_Industrial_Designer_discussed_various_components_that_constitute_a_remote_control,_along_with_their_properties_and_materials,"Industrial Designer discussed various components that constitute a remote control, along with their properties and materials","concept","MISeD"
concept_Both_hard_and_soft_materials_are_required_for_the_casing,_and_rubber_is_the_preferred_choice_for_buttons,"Both hard and soft materials are required for the casing, and rubber is the preferred choice for buttons","concept","MISeD"
concept_A_variety_of_energy_sources_are_available,_with_the_basic_battery_being_the_most_suitable_due_to_its_non-dependence_on_kinetic_or_solar_power,"A variety of energy sources are available, with the basic battery being the most suitable due to its non-dependence on kinetic or solar power","concept","MISeD"
concept_Industrial_Designer_shared_information_about_the_L_C_D__display_possibilities_and_noted_that_they_could_potentially_add_to_the_cost_of_production,"Industrial Designer shared information about the L_C_D_ display possibilities and noted that they could potentially add to the cost of production","concept","MISeD"
concept_A_range_of_design_options_was_explored,_including_the_use_of_different_colors,_trendy_shapes,_and_a_docking_station,"A range of design options was explored, including the use of different colors, trendy shapes, and a docking station","concept","MISeD"
concept_Industrial_Designer_discussed_various_color_options,_emphasizing_the_importance_of_selecting_a_trendy_and_eye-catching_design,"Industrial Designer discussed various color options, emphasizing the importance of selecting a trendy and eye-catching design","concept","MISeD"
concept_They_suggested_incorporating_a_combination_of_colors_to_achieve_a_visually_appealing_look,"They suggested incorporating a combination of colors to achieve a visually appealing look","concept","MISeD"
